Family_Size,Segmentation,Age_zscore,Gender_Female,Gender_Male,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Work_Experience_scaled,Spending_Score_Encoded,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7,Ever_Married_No,Ever_Married_Yes
0.375,D,-1.4640588142492135,False,True,True,False,False,False,False,False,False,True,False,False,False,0.2857142857142857,0,False,False,False,True,False,False,False,True,False
0.25,D,-1.4640588142492135,True,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0,False,False,True,False,False,False,False,True,False
0.0,A,1.5876960182549806,False,True,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.0,B,0.8696360576657585,True,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,False,False,True,False,False,False,False,False,True
0.125,C,-0.1476155531689729,True,False,True,False,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,True,False,False,False,False,False,False,True,False
0.5,D,-0.6861605236108895,True,False,True,False,False,False,False,False,False,False,True,False,False,0.6428571428571428,0,False,False,True,False,False,False,False,True,False
0.625,B,-0.7459988536599913,False,True,True,False,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.375,B,0.8696360576657585,False,True,False,True,False,False,False,True,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.0,C,2.126240988696897,True,False,False,True,True,False,False,False,False,False,False,False,False,0.0,2,False,False,False,False,False,True,False,False,True
0.0,A,0.33109108722384184,False,True,False,True,False,False,False,False,False,False,True,False,False,0.8571428571428571,0,False,False,True,False,False,False,False,False,True
0.375,D,-1.5238971442983154,True,False,True,False,False,False,False,False,False,True,False,False,False,0.21428571428571427,0,False,False,False,False,False,True,False,True,False
0.125,A,-0.6263221935617876,False,True,False,True,True,False,False,False,False,False,False,False,False,0.9285714285714285,0,False,False,True,False,False,False,False,False,True
0.125,B,-0.44680720341448216,True,False,False,True,True,False,False,False,False,False,False,False,False,0.3571428571428571,0,False,False,False,False,False,True,False,True,False
0.25,B,0.8696360576657585,True,False,True,False,False,False,False,False,True,False,False,False,False,0.07142857142857142,1,False,False,True,False,False,False,False,False,True
0.25,C,0.7499593975675547,False,True,True,False,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.875,A,-0.7459988536599913,False,True,True,False,False,False,False,False,False,True,False,False,False,0.6428571428571428,0,False,False,False,True,False,False,False,True,False
0.25,C,0.33109108722384184,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.0,B,-0.506645533463584,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.375,C,-0.506645533463584,True,False,True,False,True,False,False,False,False,False,False,False,False,0.3571428571428571,0,False,False,False,False,False,True,False,True,False
0.25,C,0.09173776702743447,True,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,False,True
0.125,A,-0.08777722311987107,True,False,True,False,False,True,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,True,False,False,False,False,True
0.25,D,-1.4640588142492135,False,True,True,False,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,False,True,False,False,False,False,False,True,False
0.25,D,-1.0451905039055005,False,True,True,False,False,False,False,False,False,False,True,False,False,0.6428571428571428,0,False,False,False,False,False,True,False,True,False
0.125,D,2.3655943088933045,True,False,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.375,D,-0.9853521738563987,True,False,False,True,False,False,False,False,False,True,False,False,False,0.21428571428571427,0,True,False,False,False,False,False,False,True,False
0.0,D,-0.6861605236108895,False,True,True,False,False,True,False,False,False,False,False,False,False,0.3571428571428571,0,False,False,False,True,False,False,False,True,False
0.5,D,-0.9255138438072968,True,False,True,False,False,False,False,False,False,True,False,False,False,0.07142857142857142,1,False,False,True,False,False,False,False,False,True
0.125,A,-0.9255138438072968,True,False,False,True,True,False,False,False,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,False,True
0.125,C,0.7499593975675547,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.0,B,0.21141442712563815,True,False,False,True,True,False,False,False,False,False,False,False,False,0.2857142857142857,0,False,False,False,False,False,True,False,True,False
0.125,D,-1.284543824101908,True,False,True,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.25,A,-0.9853521738563987,True,False,False,True,True,False,False,False,False,False,False,False,False,1.0,0,False,False,False,False,False,True,False,True,False
0.125,C,0.33109108722384184,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.0,A,-0.20745388321807476,False,True,True,False,False,False,True,False,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,False,True
0.125,A,2.126240988696897,True,False,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.375,B,-0.1476155531689729,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,True,False,False,False,False,True
0.0,A,-0.8656755137581951,True,False,False,True,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,False,False,False,False,False,False,True,True,False
0.375,D,-1.4640588142492135,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.0,A,0.09173776702743447,True,False,False,True,False,False,True,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.125,B,1.049151047813064,True,False,True,False,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,True,False,False,False,False,False,False,True
0.125,C,-0.44680720341448216,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.0,A,-0.20745388321807476,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,True,False,False,False,False,False,True
0.125,C,0.8097977276166566,True,False,False,True,False,False,False,True,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.0,A,1.9467259985495917,False,True,True,False,False,False,False,False,False,False,False,False,True,0.07142857142857142,0,False,False,False,True,False,False,False,False,True
0.125,B,-0.6861605236108895,False,True,False,True,True,False,False,False,False,False,False,False,False,1.0,1,False,False,False,False,False,True,False,False,True
0.375,D,-1.1050288339546024,False,True,False,True,False,False,False,False,False,True,False,False,False,0.6428571428571428,0,False,False,False,False,False,True,False,True,False
0.125,D,-0.6861605236108895,False,True,False,True,False,True,False,False,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.25,C,0.09173776702743447,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,True,False,False,False,False,False,True
0.25,D,1.7073726783531842,False,True,False,True,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,True,False,False,False,False,True
0.125,C,0.27125275717474,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.125,C,0.6901210675184529,False,True,False,True,True,False,False,False,False,False,False,False,False,0.6428571428571428,1,True,False,False,False,False,False,False,False,True
0.25,D,1.827049338451388,False,True,False,True,False,False,False,False,False,False,False,True,False,0.0,2,False,False,False,False,False,True,False,False,True
0.125,A,0.7499593975675547,False,True,False,True,False,False,False,False,False,False,False,True,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.125,A,0.9294743877148602,False,True,False,True,False,False,False,False,False,False,False,True,False,0.5,2,False,False,False,False,False,True,False,False,True
0.125,A,-1.1050288339546024,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.125,A,-0.7459988536599913,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.375,A,-0.9853521738563987,False,True,True,False,True,False,False,False,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.375,B,0.8097977276166566,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.125,A,-0.2672922132671766,True,False,False,True,False,False,False,False,False,False,True,False,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.125,D,-0.9853521738563987,False,True,False,True,False,False,False,False,False,True,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,False,True
0.125,A,0.4507677473220455,True,False,False,True,False,False,False,True,False,False,False,False,False,0.5714285714285714,1,False,False,False,False,False,True,False,False,True
0.5,B,0.21141442712563815,True,False,True,False,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.375,D,-0.6263221935617876,True,False,True,False,False,False,False,False,False,True,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.375,C,0.7499593975675547,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.25,B,-0.6263221935617876,True,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.125,D,-0.44680720341448216,True,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.25,A,0.4507677473220455,False,True,True,False,True,False,False,False,False,False,False,False,False,0.2857142857142857,0,False,False,False,True,False,False,False,False,True
0.125,C,0.09173776702743447,False,True,False,True,False,False,True,False,False,False,False,False,False,0.14285714285714285,1,False,False,False,False,False,True,False,False,True
0.0,D,0.33109108722384184,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.375,C,-0.8058371837090932,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.25,D,-1.0451905039055005,True,False,True,False,False,False,False,False,False,True,False,False,False,0.42857142857142855,0,False,False,False,False,True,False,False,True,False
0.0,A,1.1688277079112677,False,True,False,True,True,False,False,False,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,False,True
0.375,B,-0.506645533463584,False,True,True,False,False,False,False,True,False,False,False,False,False,0.5714285714285714,1,False,False,True,False,False,False,False,False,True
0.25,A,-1.4640588142492135,True,False,True,False,False,False,False,False,False,False,False,False,True,0.07142857142857142,0,False,False,False,True,False,False,False,True,False
0.5,D,-0.6861605236108895,False,True,True,False,False,False,False,False,False,True,False,False,False,0.5,0,False,False,False,False,False,True,False,True,False
0.25,C,0.5106060773711474,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.125,C,-0.44680720341448216,True,False,False,True,True,False,False,False,False,False,False,False,False,0.3571428571428571,0,False,False,False,False,False,True,False,False,True
0.25,D,-0.08777722311987107,True,False,True,False,False,False,False,True,False,False,False,False,False,0.5,0,False,False,False,True,False,False,False,True,False
0.125,D,-0.20745388321807476,False,True,True,False,False,True,False,False,False,False,False,False,False,0.0,1,False,False,True,False,False,False,False,False,True
0.25,B,-0.2672922132671766,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0,0,True,False,False,False,False,False,False,True,False
0.375,C,0.21141442712563815,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,True,False,False,False,False,False,True
0.125,C,1.049151047813064,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.125,D,-0.6861605236108895,False,True,True,False,False,False,False,True,False,False,False,False,False,0.07142857142857142,0,False,False,True,False,False,False,False,False,True
0.0,B,0.6901210675184529,False,True,True,False,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,False,True
0.0,D,0.8696360576657585,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.0,D,-0.32713054331627844,True,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.125,C,1.1688277079112677,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,2,False,False,False,False,False,True,False,False,True
0.125,C,0.8696360576657585,False,True,False,True,False,True,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.25,D,-0.8058371837090932,False,True,True,False,False,False,True,False,False,False,False,False,False,0.21428571428571427,1,False,False,False,True,False,False,False,False,True
0.375,C,0.9893127177639621,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.75,B,1.4680193581567769,False,True,True,False,False,False,False,False,True,False,False,False,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.25,A,0.5106060773711474,False,True,True,False,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,True,False,False,False,False,True
0.5,A,-0.32713054331627844,False,True,True,False,False,False,False,False,True,False,False,False,False,0.0,2,False,False,False,False,False,True,False,False,True
0.125,B,-0.506645533463584,True,False,False,True,False,False,False,False,False,True,False,False,False,0.7142857142857142,0,False,False,False,False,False,True,False,False,True
0.125,D,-1.5238971442983154,False,True,True,False,False,True,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.125,D,-0.8058371837090932,False,True,False,True,False,False,False,False,False,False,True,False,False,0.21428571428571427,0,True,False,False,False,False,False,False,False,True
0.0,D,2.54510929904061,False,True,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.5,D,-1.4640588142492135,True,False,True,False,False,False,False,False,False,True,False,False,False,0.42857142857142855,0,False,False,True,False,False,False,False,False,True
0.25,D,-1.1050288339546024,False,True,True,False,False,False,False,False,False,True,False,False,False,0.6428571428571428,0,False,False,False,False,False,True,False,True,False
0.375,A,0.9294743877148602,False,True,False,True,False,False,False,True,False,False,False,False,False,0.07142857142857142,0,False,False,False,True,False,False,False,False,True
0.0,A,-0.2672922132671766,True,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.25,B,0.39092941727294367,True,False,False,True,False,True,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.0,C,0.21141442712563815,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.25,D,-0.027938893070769223,False,True,False,True,False,False,False,False,True,False,False,False,False,0.0,2,False,False,False,False,False,True,False,False,True
0.375,B,-0.44680720341448216,False,True,True,False,False,False,False,False,True,False,False,False,False,0.5714285714285714,1,True,False,False,False,False,False,False,False,True
0.0,D,2.186079318745999,False,True,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.125,C,-0.44680720341448216,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,True,False,False,False,False,False,True,False
0.75,D,-0.9853521738563987,False,True,True,False,True,False,False,False,False,False,False,False,False,0.14285714285714285,0,False,False,False,True,False,False,False,True,False
0.125,A,-0.3869688733653803,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,2,False,False,False,False,False,False,True,False,True
0.25,C,0.1515760970765363,False,True,False,True,False,False,False,False,True,False,False,False,False,0.0,2,False,False,False,False,False,True,False,False,True
0.375,B,0.6901210675184529,False,True,True,False,False,False,False,False,True,False,False,False,False,0.07142857142857142,2,False,False,True,False,False,False,False,False,True
0.375,B,0.21141442712563815,True,False,True,False,False,False,True,False,False,False,False,False,False,0.6428571428571428,1,False,False,False,True,False,False,False,False,True
0.25,D,-0.9255138438072968,True,False,False,True,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,False,False,True,False,False,False,False,True,False
0.125,D,-0.2672922132671766,False,True,True,False,False,False,False,True,False,False,False,False,False,0.6428571428571428,0,False,False,True,False,False,False,False,False,True
0.125,A,-0.9853521738563987,True,False,True,False,False,False,False,False,False,False,False,False,True,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.25,A,-0.08777722311987107,True,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,False,True
0.125,C,1.7073726783531842,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.125,A,-0.9255138438072968,True,False,False,True,False,False,True,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,False,True
0.5,C,-0.506645533463584,False,True,False,True,False,False,False,True,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.5,A,-0.2672922132671766,False,True,False,True,False,False,False,False,True,False,False,False,False,0.6428571428571428,2,False,True,False,False,False,False,False,False,True
0.125,C,1.5278576882058788,True,False,False,True,False,False,False,False,False,False,False,True,False,0.0,2,False,False,False,False,False,True,False,False,True
0.375,D,-1.5238971442983154,False,True,True,False,False,False,False,False,False,True,False,False,False,0.42857142857142855,0,False,False,False,True,False,False,False,True,False
0.0,A,0.1515760970765363,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.125,B,0.39092941727294367,True,False,False,True,False,False,True,False,False,False,False,False,False,0.07142857142857142,2,False,False,False,True,False,False,False,False,True
0.5,A,-0.8058371837090932,False,True,True,False,False,False,False,False,True,False,False,False,False,0.3571428571428571,0,False,False,False,False,False,True,False,True,False
0.125,B,-0.1476155531689729,True,False,True,False,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.375,D,-0.2672922132671766,True,False,False,True,True,False,False,False,False,False,False,False,False,0.21428571428571427,0,False,False,False,False,False,True,False,True,False
0.375,D,-0.8656755137581951,True,False,True,False,False,False,False,False,False,False,False,False,True,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.375,B,-0.3869688733653803,True,False,False,True,True,False,False,False,False,False,False,False,False,0.2857142857142857,0,False,False,False,False,True,False,False,False,True
0.125,A,-0.2672922132671766,True,False,False,True,False,False,True,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.5,C,0.27125275717474,True,False,False,True,True,False,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,False,True,False,True
0.25,C,-0.6861605236108895,True,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.25,B,2.0664026586477955,False,True,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.5,B,-0.027938893070769223,True,False,True,False,False,False,True,False,False,False,False,False,False,0.0,1,False,False,False,True,False,False,False,False,True
0.5,C,-0.8656755137581951,False,True,True,False,False,False,False,False,False,False,False,False,True,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.125,A,-0.9255138438072968,True,False,True,False,False,False,True,False,False,False,False,False,False,0.6428571428571428,1,False,False,False,True,False,False,False,False,True
0.0,B,2.186079318745999,False,True,False,True,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.375,D,-0.9255138438072968,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5,0,False,False,False,False,False,True,False,True,False
0.25,C,1.6475343483040823,False,True,False,True,True,False,False,False,False,False,False,False,False,0.42857142857142855,1,False,False,False,False,False,True,False,False,True
1.0,A,1.408181028107675,False,True,True,False,False,False,False,False,False,False,False,True,False,0.0,2,False,False,False,True,False,False,False,False,True
0.0,A,-1.0451905039055005,True,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0,False,True,False,False,False,False,False,True,False
0.125,C,0.21141442712563815,True,False,False,True,False,False,True,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.125,B,-0.027938893070769223,True,False,False,True,True,False,False,False,False,False,False,False,False,0.14285714285714285,1,False,False,False,False,False,True,False,False,True
0.375,C,-0.9853521738563987,True,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.375,D,0.09173776702743447,True,False,False,True,False,False,False,False,False,False,False,False,True,0.5714285714285714,0,False,False,False,False,False,True,False,False,True
0.0,C,1.9467259985495917,False,True,True,False,False,False,False,False,True,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.375,C,-0.027938893070769223,True,False,False,True,True,False,False,False,False,False,False,False,False,0.21428571428571427,1,False,False,False,False,False,True,False,False,True
0.125,B,2.0664026586477955,True,False,False,True,False,False,False,False,False,False,False,True,False,0.07142857142857142,2,False,False,False,False,False,True,False,False,True
0.25,C,-0.506645533463584,False,True,False,True,True,False,False,False,False,False,False,False,False,0.21428571428571427,1,False,False,False,False,False,True,False,False,True
0.0,C,0.33109108722384184,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.5,D,-1.1050288339546024,True,False,False,True,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.5,A,-0.3869688733653803,False,True,True,False,False,False,False,False,True,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.5,C,-0.6861605236108895,True,False,True,False,False,False,False,False,False,True,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.125,C,0.9893127177639621,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,1,False,False,False,False,False,True,False,False,True
0.25,C,0.09173776702743447,True,False,False,True,True,False,False,False,False,False,False,False,False,0.3571428571428571,1,False,False,False,False,False,True,False,False,True
0.25,C,0.33109108722384184,True,False,False,True,False,False,False,False,False,False,True,False,False,0.6428571428571428,1,False,False,False,False,False,True,False,False,True
0.5,D,-0.6861605236108895,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,True,False
0.25,B,-0.20745388321807476,True,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,True,False,False,False,False,False,True
0.125,C,0.9294743877148602,False,True,True,False,True,False,False,False,False,False,False,False,False,0.14285714285714285,1,False,False,False,True,False,False,False,False,True
0.5,B,0.27125275717474,False,True,False,True,True,False,False,False,False,False,False,False,False,0.21428571428571427,0,False,False,False,False,False,True,False,False,True
0.125,C,2.3057559788442026,False,True,False,True,False,False,False,False,True,False,False,False,False,0.0,2,False,False,False,False,False,True,False,False,True
0.125,B,1.5876960182549806,True,False,False,True,False,False,False,False,False,False,False,True,False,0.0,0,False,False,False,False,False,True,False,False,True
0.125,B,-0.7459988536599913,False,True,False,True,True,False,False,False,False,False,False,False,False,0.3571428571428571,0,False,False,False,False,False,True,False,True,False
0.125,C,1.7073726783531842,True,False,False,True,False,False,False,False,False,False,False,True,False,0.0,2,False,False,False,False,False,True,False,False,True
0.375,C,0.39092941727294367,False,True,False,True,True,False,False,False,False,False,False,False,False,0.21428571428571427,1,False,False,False,False,False,True,False,False,True
0.0,D,-1.2247054940528062,True,False,True,False,False,False,True,False,False,False,False,False,False,0.7857142857142857,0,False,False,True,False,False,False,False,True,False
0.625,D,-1.4042204842001116,True,False,True,False,False,False,False,False,False,True,False,False,False,0.14285714285714285,0,False,False,False,False,False,True,False,True,False
0.25,D,-1.284543824101908,True,False,True,False,False,False,False,False,False,True,False,False,False,0.2857142857142857,0,False,False,False,False,False,True,False,True,False
0.0,A,-0.7459988536599913,True,False,False,True,False,False,True,False,False,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,True,False
0.125,C,-0.44680720341448216,True,False,False,True,True,False,False,False,False,False,False,False,False,0.5,1,False,False,False,False,False,True,False,False,True
0.5,B,0.5106060773711474,False,True,True,False,False,False,False,True,False,False,False,False,False,0.07142857142857142,1,False,False,False,True,False,False,False,False,True
0.0,B,-0.8656755137581951,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,True,False,False,False,True,False
0.375,C,-0.20745388321807476,False,True,False,True,True,False,False,False,False,False,False,False,False,0.2857142857142857,1,False,False,False,False,False,True,False,False,True
0.0,A,-0.20745388321807476,True,False,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,True,False
0.125,C,-0.32713054331627844,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.25,A,2.4852709689915082,True,False,True,False,False,False,False,False,False,False,False,True,False,0.07142857142857142,0,False,False,False,False,False,True,False,False,True
0.25,A,-1.3443821541510097,True,False,True,False,False,True,False,False,False,False,False,False,False,0.07142857142857142,0,False,False,False,False,False,False,True,True,False
0.125,D,-0.1476155531689729,True,False,True,False,False,False,True,False,False,False,False,False,False,0.2857142857142857,1,False,False,False,False,False,True,False,False,True
0.125,B,-0.20745388321807476,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,0,False,False,False,False,False,True,False,False,True
0.25,B,0.5704444074202493,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
0.125,C,-0.08777722311987107,True,False,False,True,True,False,False,False,False,False,False,False,False,0.3571428571428571,0,False,False,False,False,False,True,False,False,True
0.125,D,-0.08777722311987107,False,True,True,False,False,False,False,False,True,False,False,False,False,0.5714285714285714,0,False,False,False,False,False,True,False,False,True
0.375,C,0.27125275717474,False,True,False,True,True,False,False,False,False,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,False,True,False,True
0.125,C,0.9294743877148602,False,True,False,True,True,False,False,False,False,False,False,False,False,0.5,0,False,False,False,False,False,True,False,False,True
0.25,A,-0.1476155531689729,False,True,False,True,False,False,False,False,True,False,False,False,False,0.07142857142857142,1,False,False,False,False,False,True,False,False,True
